method,plant_id,order_id,actual,estimate,rater
Human,57,21,16.66666667,20,11
Human,58,29,23.33333333,10,11
Human,59,73,90,100,11
Human,60,70,86.66666667,70,11
Human,61,53,53.33333333,60,11
Human,62,47,43.33333333,50,11
Human,63,40,36.66666667,50,11
Human,64,57,60,60,11
Human,65,25,20,10,11
Human,66,30,26.66666667,40,11
Human,67,55,56.66666667,60,11
Human,68,63,73.33333333,70,11
Human,69,41,36.66666667,40,11
Human,70,61,70,70,11
Human,71,54,53.33333333,60,11
Human,72,74,90,90,11
Human,73,78,100,100,11
Human,74,79,100,100,11
Human,75,42,36.66666667,40,11
Human,76,76,96.66666667,100,11
Human,77,80,100,100,11
Human,78,81,100,100,11
Human,79,82,100,100,11
Human,80,83,100,100,11
Human,81,84,100,100,11
Human,82,85,100,100,11
Human,83,86,100,100,11
Human,84,87,100,100,11
Human,85,58,60,60,11
Human,86,88,100,100,11
Human,87,75,90,90,11
Human,88,89,100,100,11
Human,89,90,100,90,11
Human,90,6,0,0,11
Human,1,1,0,0,12
Human,2,22,20,20,12
Human,3,7,3.333333333,10,12
Human,4,8,3.333333333,30,12
Human,5,18,16.66666667,40,12
Human,6,9,3.333333333,10,12
Human,7,36,36.66666667,40,12
Human,8,23,20,20,12
Human,9,35,33.33333333,50,12
Human,10,31,30,30,12
Human,11,56,60,60,12
Human,12,43,40,50,12
Human,13,66,83.33333333,80,12
Human,14,14,10,20,12
Human,15,12,6.666666667,20,12
Human,16,32,30,30,12
Human,17,49,50,50,12
Human,18,50,50,50,12
Human,19,45,43.33333333,50,12
Human,20,19,16.66666667,20,12
Human,21,2,0,0,12
Human,22,68,86.66666667,80,12
Human,23,48,46.66666667,50,12
Human,24,26,23.33333333,20,12
Human,25,15,13.33333333,10,12
Human,26,71,90,90,12
Human,27,27,23.33333333,20,12
Human,28,37,36.66666667,20,12
Human,29,28,23.33333333,10,12
Human,30,59,63.33333333,70,12
Human,31,10,3.333333333,0,12
Human,32,77,100,100,12
Human,33,33,30,10,12
Human,34,67,83.33333333,80,12
Human,35,64,80,80,12
Human,36,16,13.33333333,30,12
Human,37,65,80,80,12
Human,38,13,6.666666667,20,12
Human,39,38,36.66666667,30,12
Human,40,69,86.66666667,90,12
Human,41,34,30,30,12
Human,42,60,70,70,12
Human,43,3,0,0,12
Human,44,46,43.33333333,30,12
Human,45,62,73.33333333,70,12
Human,46,72,90,90,12
Human,47,51,50,30,12
Human,48,11,3.333333333,0,12
Human,49,4,0,0,12
Human,50,44,40,50,12
Human,51,5,0,0,12
Human,52,17,13.33333333,10,12
Human,53,24,20,10,12
Human,54,20,16.66666667,10,12
Human,55,52,53.33333333,30,12
Human,56,39,36.66666667,30,12
Human,57,21,16.66666667,20,12
Human,58,29,23.33333333,10,12
Human,59,73,90,90,12
Human,60,70,86.66666667,80,12
Human,61,53,53.33333333,40,12
Human,62,47,43.33333333,40,12
Human,63,40,36.66666667,30,12
Human,64,57,60,60,12
Human,65,25,20,30,12
Human,66,30,26.66666667,30,12
Human,67,55,56.66666667,40,12
Human,68,63,73.33333333,60,12
Human,69,41,36.66666667,40,12
Human,70,61,70,70,12
Human,71,54,53.33333333,50,12
Human,72,74,90,90,12
Human,73,78,100,100,12
Human,74,79,100,100,12
Human,75,42,36.66666667,30,12
Human,76,76,96.66666667,100,12
Human,77,80,100,100,12
Human,78,81,100,100,12
Human,79,82,100,100,12
Human,80,83,100,100,12
Human,81,84,100,100,12
Human,82,85,100,100,12
Human,83,86,100,100,12
Human,84,87,100,100,12
Human,85,58,60,60,12
Human,86,88,100,100,12
Human,87,75,90,90,12
Human,88,89,100,100,12
Human,89,90,100,100,12
Human,90,6,0,0,12
Human,1,1,0,0,13
Human,2,22,20,30,13
Human,3,7,3.333333333,10,13
Human,4,8,3.333333333,10,13
Human,5,18,16.66666667,20,13
Human,6,9,3.333333333,20,13
Human,7,36,36.66666667,35,13
Human,8,23,20,30,13
Human,9,35,33.33333333,35,13
Human,10,31,30,15,13
Human,11,56,60,60,13
Human,12,43,40,40,13
Human,13,66,83.33333333,80,13
Human,14,14,10,15,13
Human,15,12,6.666666667,30,13
Human,16,32,30,35,13
Human,17,49,50,50,13
Human,18,50,50,45,13
Human,19,45,43.33333333,50,13
Human,20,19,16.66666667,15,13
Human,21,2,0,5,13
Human,22,68,86.66666667,80,13
Human,23,48,46.66666667,50,13
Human,24,26,23.33333333,10,13
Human,25,15,13.33333333,35,13
Human,26,71,90,95,13
Human,27,27,23.33333333,10,13
Human,28,37,36.66666667,40,13
Human,29,28,23.33333333,0,13
Human,30,59,63.33333333,65,13
Human,31,10,3.333333333,0,13
Human,32,77,100,100,13
Human,33,33,30,5,13
Human,34,67,83.33333333,80,13
Human,35,64,80,70,13
Human,36,16,13.33333333,15,13
Human,37,65,80,75,13
Human,38,13,6.666666667,5,13
Human,39,38,36.66666667,40,13
Human,40,69,86.66666667,95,13
Human,41,34,30,20,13
Human,42,60,70,85,13
Human,43,3,0,0,13
Human,44,46,43.33333333,45,13
Human,45,62,73.33333333,55,13
Human,46,72,90,90,13
Human,47,51,50,40,13
Human,48,11,3.333333333,0,13
Human,49,4,0,0,13
Human,50,44,40,45,13
Human,51,5,0,0,13
Human,52,17,13.33333333,5,13
Human,53,24,20,20,13
Human,54,20,16.66666667,10,13
Human,55,52,53.33333333,30,13
Human,56,39,36.66666667,45,13
Human,57,21,16.66666667,20,13
Human,58,29,23.33333333,10,13
Human,59,73,90,95,13
Human,60,70,86.66666667,80,13
Human,61,53,53.33333333,55,13
Human,62,47,43.33333333,40,13
Human,63,40,36.66666667,35,13
Human,64,57,60,60,13
Human,65,25,20,35,13
Human,66,30,26.66666667,25,13
Human,67,55,56.66666667,70,13
Human,68,63,73.33333333,70,13
Human,69,41,36.66666667,40,13
Human,70,61,70,65,13
Human,71,54,53.33333333,65,13
Human,72,74,90,100,13
Human,73,78,100,100,13
Human,74,79,100,100,13
Human,75,42,36.66666667,40,13
Human,76,76,96.66666667,100,13
Human,77,80,100,100,13
Human,78,81,100,100,13
Human,79,82,100,100,13
Human,80,83,100,100,13
Human,81,84,100,100,13
Human,82,85,100,100,13
Human,83,86,100,100,13
Human,84,87,100,100,13
Human,85,58,60,65,13
Human,86,88,100,100,13
Human,87,75,90,90,13
Human,88,89,100,100,13
Human,89,90,100,100,13
Human,90,6,0,0,13
Human,1,1,0,0,14
Human,2,22,20,20,14
Human,3,7,3.333333333,10,14
Human,4,8,3.333333333,0,14
Human,5,18,16.66666667,10,14
Human,6,9,3.333333333,0,14
Human,7,36,36.66666667,30,14
Human,8,23,20,40,14
Human,9,35,33.33333333,30,14
Human,10,31,30,10,14
Human,11,56,60,60,14
Human,12,43,40,40,14
Human,13,66,83.33333333,80,14
Human,14,14,10,10,14
Human,15,12,6.666666667,10,14
Human,16,32,30,20,14
Human,17,49,50,50,14
Human,18,50,50,40,14
Human,19,45,43.33333333,50,14
Human,20,19,16.66666667,10,14
Human,21,2,0,0,14
Human,22,68,86.66666667,80,14
Human,23,48,46.66666667,30,14
Human,24,26,23.33333333,10,14
Human,25,15,13.33333333,40,14
Human,26,71,90,90,14
Human,27,27,23.33333333,20,14
Human,28,37,36.66666667,40,14
Human,29,28,23.33333333,5,14
Human,30,59,63.33333333,65,14
Human,31,10,3.333333333,0,14
Human,32,77,100,100,14
Human,33,33,30,10,14
Human,34,67,83.33333333,80,14
Human,35,64,80,70,14
Human,36,16,13.33333333,10,14
Human,37,65,80,80,14
Human,38,13,6.666666667,0,14
Human,39,38,36.66666667,20,14
Human,40,69,86.66666667,90,14
Human,41,34,30,10,14
Human,42,60,70,70,14
Human,43,3,0,0,14
Human,44,46,43.33333333,40,14
Human,45,62,73.33333333,50,14
Human,46,72,90,90,14
Human,47,51,50,40,14
Human,48,11,3.333333333,0,14
Human,49,4,0,0,14
Human,50,44,40,40,14
Human,51,5,0,0,14
Human,52,17,13.33333333,10,14
Human,53,24,20,20,14
Human,54,20,16.66666667,15,14
Human,55,52,53.33333333,60,14
Human,56,39,36.66666667,40,14
Human,57,21,16.66666667,30,14
Human,58,29,23.33333333,0,14
Human,59,73,90,90,14
Human,60,70,86.66666667,80,14
Human,61,53,53.33333333,50,14
Human,62,47,43.33333333,10,14
Human,63,40,36.66666667,30,14
Human,64,57,60,60,14
Human,65,25,20,0,14
Human,66,30,26.66666667,20,14
Human,67,55,56.66666667,65,14
Human,68,63,73.33333333,75,14
Human,69,41,36.66666667,40,14
Human,70,61,70,70,14
Human,71,54,53.33333333,60,14
Human,72,74,90,90,14
Human,73,78,100,100,14
Human,74,79,100,90,14
Human,75,42,36.66666667,40,14
Human,76,76,96.66666667,100,14
Human,77,80,100,100,14
Human,78,81,100,100,14
Human,79,82,100,100,14
Human,80,83,100,100,14
Human,81,84,100,100,14
Human,82,85,100,100,14
Human,83,86,100,100,14
Human,84,87,100,100,14
Human,85,58,60,60,14
Human,86,88,100,100,14
Human,87,75,90,90,14
Human,88,89,100,100,14
Human,89,90,100,100,14
Human,90,6,0,0,14
Human,1,1,0,0,15
Human,2,22,20,20,15
Human,3,7,3.333333333,10,15
Human,4,8,3.333333333,20,15
Human,5,18,16.66666667,30,15
Human,6,9,3.333333333,10,15
Human,7,36,36.66666667,40,15
Human,8,23,20,30,15
Human,9,35,33.33333333,45,15
Human,10,31,30,30,15
Human,11,56,60,50,15
Human,12,43,40,40,15
Human,13,66,83.33333333,80,15
Human,14,14,10,20,15
Human,15,12,6.666666667,15,15
Human,16,32,30,30,15
Human,17,49,50,60,15
Human,18,50,50,55,15
Human,19,45,43.33333333,45,15
Human,20,19,16.66666667,25,15
Human,21,2,0,15,15
Human,22,68,86.66666667,80,15
Human,23,48,46.66666667,55,15
Human,24,26,23.33333333,35,15
Human,25,15,13.33333333,20,15
Human,26,71,90,90,15
Human,27,27,23.33333333,10,15
Human,28,37,36.66666667,30,15
Human,29,28,23.33333333,10,15
Human,30,59,63.33333333,60,15
Human,31,10,3.333333333,5,15
Human,32,77,100,100,15
Human,33,33,30,15,15
Human,34,67,83.33333333,85,15
Human,35,64,80,80,15
Human,36,16,13.33333333,35,15
Human,37,65,80,80,15
Human,38,13,6.666666667,40,15
Human,39,38,36.66666667,50,15
Human,40,69,86.66666667,85,15
Human,41,34,30,35,15
Human,42,60,70,70,15
Human,43,3,0,20,15
Human,44,46,43.33333333,45,15
Human,45,62,73.33333333,75,15
Human,46,72,90,90,15
Human,47,51,50,50,15
Human,48,11,3.333333333,20,15
Human,49,4,0,20,15
Human,50,44,40,60,15
Human,51,5,0,10,15
Human,52,17,13.33333333,35,15
Human,53,24,20,20,15
Human,54,20,16.66666667,30,15
Human,55,52,53.33333333,55,15
Human,56,39,36.66666667,40,15
Human,57,21,16.66666667,25,15
Human,58,29,23.33333333,10,15
Human,59,73,90,95,15
Human,60,70,86.66666667,75,15
Human,61,53,53.33333333,60,15
Human,62,47,43.33333333,45,15
Human,63,40,36.66666667,40,15
Human,64,57,60,60,15
Human,65,25,20,30,15
Human,66,30,26.66666667,25,15
Human,67,55,56.66666667,60,15
Human,68,63,73.33333333,70,15
Human,69,41,36.66666667,50,15
Human,70,61,70,70,15
Human,71,54,53.33333333,60,15
Human,72,74,90,90,15
Human,73,78,100,100,15
Human,74,79,100,100,15
Human,75,42,36.66666667,40,15
Human,76,76,96.66666667,100,15
Human,77,80,100,100,15
Human,78,81,100,100,15
Human,79,82,100,100,15
Human,80,83,100,100,15
Human,81,84,100,100,15
Human,82,85,100,100,15
Human,83,86,100,100,15
Human,84,87,100,100,15
Human,85,58,60,60,15
Human,86,88,100,100,15
Human,87,75,90,90,15
Human,88,89,100,100,15
Human,89,90,100,100,15
Human,90,6,0,0,15
Human,1,1,0,5,16
Human,2,22,20,35,16
Human,3,7,3.333333333,10,16
Human,4,8,3.333333333,32,16
Human,5,18,16.66666667,39,16
Human,6,9,3.333333333,12,16
Human,7,36,36.66666667,42,16
Human,8,23,20,43,16
Human,9,35,33.33333333,29,16
Human,10,31,30,36,16
Human,11,56,60,57,16
Human,12,43,40,50,16
Human,13,66,83.33333333,73,16
Human,14,14,10,38,16
Human,15,12,6.666666667,20,16
Human,16,32,30,37,16
Human,17,49,50,48,16
Human,18,50,50,40,16
Human,19,45,43.33333333,55,16
Human,20,19,16.66666667,34,16
Human,21,2,0,25,16
Human,22,68,86.66666667,72,16
Human,23,48,46.66666667,50,16
Human,24,26,23.33333333,39,16
Human,25,15,13.33333333,31,16
Human,26,71,90,85,16
Human,27,27,23.33333333,36,16
Human,28,37,36.66666667,40,16
Human,29,28,23.33333333,18,16
Human,30,59,63.33333333,57,16
Human,31,10,3.333333333,13,16
Human,32,77,100,90,16
Human,33,33,30,20,16
Human,34,67,83.33333333,75,16
Human,35,64,80,62,16
Human,36,16,13.33333333,28,16
Human,37,65,80,76,16
Human,38,13,6.666666667,37,16
Human,39,38,36.66666667,46,16
Human,40,69,86.66666667,82,16
Human,41,34,30,24,16
Human,42,60,70,70,16
Human,43,3,0,8,16
Human,44,46,43.33333333,50,16
Human,45,62,73.33333333,66,16
Human,46,72,90,90,16
Human,47,51,50,53,16
Human,48,11,3.333333333,7,16
Human,49,4,0,25,16
Human,50,44,40,52,16
Human,51,5,0,7,16
Human,52,17,13.33333333,36,16
Human,53,24,20,20,16
Human,54,20,16.66666667,45,16
Human,55,52,53.33333333,58,16
Human,56,39,36.66666667,45,16
Human,57,21,16.66666667,22,16
Human,58,29,23.33333333,30,16
Human,59,73,90,92,16
Human,60,70,86.66666667,64,16
Human,61,53,53.33333333,56,16
Human,62,47,43.33333333,40,16
Human,63,40,36.66666667,51,16
Human,64,57,60,56,16
Human,65,25,20,39,16
Human,66,30,26.66666667,21,16
Human,67,55,56.66666667,60,16
Human,68,63,73.33333333,59,16
Human,69,41,36.66666667,42,16
Human,70,61,70,63,16
Human,71,54,53.33333333,54,16
Human,72,74,90,87,16
Human,73,78,100,95,16
Human,74,79,100,92,16
Human,75,42,36.66666667,42,16
Human,76,76,96.66666667,98,16
Human,77,80,100,96,16
Human,78,81,100,100,16
Human,79,82,100,100,16
Human,80,83,100,97,16
Human,81,84,100,99,16
Human,82,85,100,96,16
Human,83,86,100,99,16
Human,84,87,100,93,16
Human,85,58,60,56,16
Human,86,88,100,98,16
Human,87,75,90,89,16
Human,88,89,100,100,16
Human,89,90,100,91,16
Human,90,6,0,1,16
Human,1,1,0,0,17
Human,2,22,20,30,17
Human,3,7,3.333333333,10,17
Human,4,8,3.333333333,10,17
Human,5,18,16.66666667,30,17
Human,6,9,3.333333333,0,17
Human,7,36,36.66666667,40,17
Human,8,23,20,30,17
Human,9,35,33.33333333,20,17
Human,10,31,30,20,17
Human,11,56,60,50,17
Human,12,43,40,30,17
Human,13,66,83.33333333,80,17
Human,14,14,10,30,17
Human,15,12,6.666666667,30,17
Human,16,32,30,30,17
Human,17,49,50,50,17
Human,18,50,50,50,17
Human,19,45,43.33333333,50,17
Human,20,19,16.66666667,30,17
Human,21,2,0,10,17
Human,22,68,86.66666667,80,17
Human,23,48,46.66666667,50,17
Human,24,26,23.33333333,20,17
Human,25,15,13.33333333,20,17
Human,26,71,90,90,17
Human,27,27,23.33333333,10,17
Human,28,37,36.66666667,20,17
Human,29,28,23.33333333,10,17
Human,30,59,63.33333333,80,17
Human,31,10,3.333333333,0,17
Human,32,77,100,100,17
Human,33,33,30,10,17
Human,34,67,83.33333333,90,17
Human,35,64,80,70,17
Human,36,16,13.33333333,10,17
Human,37,65,80,80,17
Human,38,13,6.666666667,20,17
Human,39,38,36.66666667,20,17
Human,40,69,86.66666667,90,17
Human,41,34,30,30,17
Human,42,60,70,80,17
Human,43,3,0,10,17
Human,44,46,43.33333333,40,17
Human,45,62,73.33333333,60,17
Human,46,72,90,90,17
Human,47,51,50,50,17
Human,48,11,3.333333333,10,17
Human,49,4,0,10,17
Human,50,44,40,50,17
Human,51,5,0,0,17
Human,52,17,13.33333333,10,17
Human,53,24,20,20,17
Human,54,20,16.66666667,30,17
Human,55,52,53.33333333,60,17
Human,56,39,36.66666667,40,17
Human,57,21,16.66666667,10,17
Human,58,29,23.33333333,20,17
Human,59,73,90,90,17
Human,60,70,86.66666667,80,17
Human,61,53,53.33333333,60,17
Human,62,47,43.33333333,40,17
Human,63,40,36.66666667,40,17
Human,64,57,60,60,17
Human,65,25,20,20,17
Human,66,30,26.66666667,10,17
Human,67,55,56.66666667,60,17
Human,68,63,73.33333333,60,17
Human,69,41,36.66666667,10,17
Human,70,61,70,70,17
Human,71,54,53.33333333,60,17
Human,72,74,90,90,17
Human,73,78,100,100,17
Human,74,79,100,100,17
Human,75,42,36.66666667,50,17
Human,76,76,96.66666667,100,17
Human,77,80,100,100,17
Human,78,81,100,100,17
Human,79,82,100,100,17
Human,80,83,100,100,17
Human,81,84,100,100,17
Human,82,85,100,100,17
Human,83,86,100,100,17
Human,84,87,100,100,17
Human,85,58,60,60,17
Human,86,88,100,100,17
Human,87,75,90,90,17
Human,88,89,100,100,17
Human,89,90,100,100,17
Human,90,6,0,0,17
Human,1,1,0,0,1
Human,2,22,20,30,1
Human,3,7,3.333333333,5,1
Human,4,8,3.333333333,8,1
Human,5,18,16.66666667,8,1
Human,6,9,3.333333333,5,1
Human,7,36,36.66666667,40,1
Human,8,23,20,25,1
Human,9,35,33.33333333,45,1
Human,10,31,30,40,1
Human,11,56,60,60,1
Human,12,43,40,40,1
Human,13,66,83.33333333,85,1
Human,14,14,10,35,1
Human,15,12,6.666666667,30,1
Human,16,32,30,35,1
Human,17,49,50,65,1
Human,18,50,50,70,1
Human,19,45,43.33333333,30,1
Human,20,19,16.66666667,20,1
Human,21,2,0,0,1
Human,22,68,86.66666667,85,1
Human,23,48,46.66666667,60,1
Human,24,26,23.33333333,30,1
Human,25,15,13.33333333,25,1
Human,26,71,90,90,1
Human,27,27,23.33333333,30,1
Human,28,37,36.66666667,35,1
Human,29,28,23.33333333,5,1
Human,30,59,63.33333333,65,1
Human,31,10,3.333333333,5,1
Human,32,77,100,95,1
Human,33,33,30,20,1
Human,34,67,83.33333333,80,1
Human,35,64,80,80,1
Human,36,16,13.33333333,30,1
Human,37,65,80,80,1
Human,38,13,6.666666667,5,1
Human,39,38,36.66666667,40,1
Human,40,69,86.66666667,90,1
Human,41,34,30,10,1
Human,42,60,70,80,1
Human,43,3,0,5,1
Human,44,46,43.33333333,45,1
Human,45,62,73.33333333,80,1
Human,46,72,90,90,1
Human,47,51,50,60,1
Human,48,11,3.333333333,0,1
Human,49,4,0,5,1
Human,50,44,40,40,1
Human,51,5,0,0,1
Human,52,17,13.33333333,10,1
Human,53,24,20,20,1
Human,54,20,16.66666667,0,1
Human,55,52,53.33333333,70,1
Human,56,39,36.66666667,20,1
Human,57,21,16.66666667,20,1
Human,58,29,23.33333333,15,1
Human,59,73,90,90,1
Human,60,70,86.66666667,80,1
Human,61,53,53.33333333,55,1
Human,62,47,43.33333333,40,1
Human,63,40,36.66666667,40,1
Human,64,57,60,60,1
Human,65,25,20,25,1
Human,66,30,26.66666667,30,1
Human,67,55,56.66666667,60,1
Human,68,63,73.33333333,80,1
Human,69,41,36.66666667,40,1
Human,70,61,70,75,1
Human,71,54,53.33333333,55,1
Human,72,74,90,90,1
Human,73,78,100,98,1
Human,74,79,100,98,1
Human,75,42,36.66666667,40,1
Human,76,76,96.66666667,100,1
Human,77,80,100,100,1
Human,78,81,100,100,1
Human,79,82,100,100,1
Human,80,83,100,100,1
Human,81,84,100,100,1
Human,82,85,100,98,1
Human,83,86,100,100,1
Human,84,87,100,100,1
Human,85,58,60,65,1
Human,86,88,100,100,1
Human,87,75,90,95,1
Human,88,89,100,100,1
Human,89,90,100,98,1
Human,90,6,0,0,1
Human,1,1,0,0,2
Human,2,22,20,15,2
Human,3,7,3.333333333,3,2
Human,4,8,3.333333333,3,2
Human,5,18,16.66666667,4,2
Human,6,9,3.333333333,0,2
Human,7,36,36.66666667,25,2
Human,8,23,20,20,2
Human,9,35,33.33333333,28,2
Human,10,31,30,10,2
Human,11,56,60,45,2
Human,12,43,40,35,2
Human,13,66,83.33333333,77,2
Human,14,14,10,37,2
Human,15,12,6.666666667,20,2
Human,16,32,30,26,2
Human,17,49,50,56,2
Human,18,50,50,55,2
Human,19,45,43.33333333,60,2
Human,20,19,16.66666667,20,2
Human,21,2,0,2,2
Human,22,68,86.66666667,79,2
Human,23,48,46.66666667,67,2
Human,24,26,23.33333333,25,2
Human,25,15,13.33333333,17,2
Human,26,71,90,96,2
Human,27,27,23.33333333,12,2
Human,28,37,36.66666667,18,2
Human,29,28,23.33333333,7,2
Human,30,59,63.33333333,69,2
Human,31,10,3.333333333,4,2
Human,32,77,100,100,2
Human,33,33,30,12,2
Human,34,67,83.33333333,83,2
Human,35,64,80,79,2
Human,36,16,13.33333333,27,2
Human,37,65,80,64,2
Human,38,13,6.666666667,6,2
Human,39,38,36.66666667,20,2
Human,40,69,86.66666667,96,2
Human,41,34,30,13,2
Human,42,60,70,72,2
Human,43,3,0,0,2
Human,44,46,43.33333333,27,2
Human,45,62,73.33333333,55,2
Human,46,72,90,98,2
Human,47,51,50,28,2
Human,48,11,3.333333333,2,2
Human,49,4,0,1,2
Human,50,44,40,22,2
Human,51,5,0,3,2
Human,52,17,13.33333333,9,2
Human,53,24,20,7,2
Human,54,20,16.66666667,10,2
Human,55,52,53.33333333,16,2
Human,56,39,36.66666667,19,2
Human,57,21,16.66666667,12,2
Human,58,29,23.33333333,10,2
Human,59,73,90,100,2
Human,60,70,86.66666667,96,2
Human,61,53,53.33333333,37,2
Human,62,47,43.33333333,23,2
Human,63,40,36.66666667,20,2
Human,64,57,60,60,2
Human,65,25,20,8,2
Human,66,30,26.66666667,8,2
Human,67,55,56.66666667,38,2
Human,68,63,73.33333333,50,2
Human,69,41,36.66666667,24,2
Human,70,61,70,70,2
Human,71,54,53.33333333,43,2
Human,72,74,90,99,2
Human,73,78,100,100,2
Human,74,79,100,100,2
Human,75,42,36.66666667,37,2
Human,76,76,96.66666667,100,2
Human,77,80,100,100,2
Human,78,81,100,100,2
Human,79,82,100,100,2
Human,80,83,100,100,2
Human,81,84,100,100,2
Human,82,85,100,100,2
Human,83,86,100,100,2
Human,84,87,100,100,2
Human,85,58,60,64,2
Human,86,88,100,100,2
Human,87,75,90,100,2
Human,88,89,100,100,2
Human,89,90,100,100,2
Human,90,6,0,1,2
Human,1,1,0,0,3
Human,2,22,20,5,3
Human,3,7,3.333333333,0,3
Human,4,8,3.333333333,0,3
Human,5,18,16.66666667,10,3
Human,6,9,3.333333333,0,3
Human,7,36,36.66666667,30,3
Human,8,23,20,20,3
Human,9,35,33.33333333,50,3
Human,10,31,30,10,3
Human,11,56,60,60,3
Human,12,43,40,30,3
Human,13,66,83.33333333,90,3
Human,14,14,10,10,3
Human,15,12,6.666666667,10,3
Human,16,32,30,20,3
Human,17,49,50,65,3
Human,18,50,50,55,3
Human,19,45,43.33333333,40,3
Human,20,19,16.66666667,15,3
Human,21,2,0,0,3
Human,22,68,86.66666667,85,3
Human,23,48,46.66666667,25,3
Human,24,26,23.33333333,20,3
Human,25,15,13.33333333,15,3
Human,26,71,90,95,3
Human,27,27,23.33333333,15,3
Human,28,37,36.66666667,30,3
Human,29,28,23.33333333,15,3
Human,30,59,63.33333333,70,3
Human,31,10,3.333333333,5,3
Human,32,77,100,100,3
Human,33,33,30,10,3
Human,34,67,83.33333333,90,3
Human,35,64,80,70,3
Human,36,16,13.33333333,30,3
Human,37,65,80,80,3
Human,38,13,6.666666667,15,3
Human,39,38,36.66666667,20,3
Human,40,69,86.66666667,95,3
Human,41,34,30,5,3
Human,42,60,70,80,3
Human,43,3,0,0,3
Human,44,46,43.33333333,40,3
Human,45,62,73.33333333,80,3
Human,46,72,90,90,3
Human,47,51,50,30,3
Human,48,11,3.333333333,0,3
Human,49,4,0,0,3
Human,50,44,40,50,3
Human,51,5,0,0,3
Human,52,17,13.33333333,5,3
Human,53,24,20,5,3
Human,54,20,16.66666667,0,3
Human,55,52,53.33333333,65,3
Human,56,39,36.66666667,45,3
Human,57,21,16.66666667,10,3
Human,58,29,23.33333333,15,3
Human,59,73,90,95,3
Human,60,70,86.66666667,80,3
Human,61,53,53.33333333,40,3
Human,62,47,43.33333333,45,3
Human,63,40,36.66666667,40,3
Human,64,57,60,65,3
Human,65,25,20,10,3
Human,66,30,26.66666667,20,3
Human,67,55,56.66666667,65,3
Human,68,63,73.33333333,75,3
Human,69,41,36.66666667,50,3
Human,70,61,70,70,3
Human,71,54,53.33333333,55,3
Human,72,74,90,90,3
Human,73,78,100,100,3
Human,74,79,100,100,3
Human,75,42,36.66666667,25,3
Human,76,76,96.66666667,100,3
Human,77,80,100,100,3
Human,78,81,100,100,3
Human,79,82,100,100,3
Human,80,83,100,100,3
Human,81,84,100,100,3
Human,82,85,100,100,3
Human,83,86,100,100,3
Human,84,87,100,100,3
Human,85,58,60,60,3
Human,86,88,100,100,3
Human,87,75,90,90,3
Human,88,89,100,100,3
Human,89,90,100,100,3
Human,90,6,0,0,3
Human,1,1,0,0,4
Human,2,22,20,30,4
Human,3,7,3.333333333,10,4
Human,4,8,3.333333333,10,4
Human,5,18,16.66666667,20,4
Human,6,9,3.333333333,10,4
Human,7,36,36.66666667,40,4
Human,8,23,20,30,4
Human,9,35,33.33333333,30,4
Human,10,31,30,20,4
Human,11,56,60,50,4
Human,12,43,40,40,4
Human,13,66,83.33333333,80,4
Human,14,14,10,10,4
Human,15,12,6.666666667,0,4
Human,16,32,30,20,4
Human,17,49,50,10,4
Human,18,50,50,10,4
Human,19,45,43.33333333,30,4
Human,20,19,16.66666667,20,4
Human,21,2,0,0,4
Human,22,68,86.66666667,80,4
Human,23,48,46.66666667,50,4
Human,24,26,23.33333333,20,4
Human,25,15,13.33333333,10,4
Human,26,71,90,90,4
Human,27,27,23.33333333,10,4
Human,28,37,36.66666667,30,4
Human,29,28,23.33333333,0,4
Human,30,59,63.33333333,60,4
Human,31,10,3.333333333,10,4
Human,32,77,100,100,4
Human,33,33,30,10,4
Human,34,67,83.33333333,80,4
Human,35,64,80,80,4
Human,36,16,13.33333333,20,4
Human,37,65,80,70,4
Human,38,13,6.666666667,10,4
Human,39,38,36.66666667,30,4
Human,40,69,86.66666667,90,4
Human,41,34,30,10,4
Human,42,60,70,80,4
Human,43,3,0,0,4
Human,44,46,43.33333333,40,4
Human,45,62,73.33333333,60,4
Human,46,72,90,90,4
Human,47,51,50,40,4
Human,48,11,3.333333333,0,4
Human,49,4,0,0,4
Human,50,44,40,50,4
Human,51,5,0,0,4
Human,52,17,13.33333333,10,4
Human,53,24,20,20,4
Human,54,20,16.66666667,20,4
Human,55,52,53.33333333,40,4
Human,56,39,36.66666667,50,4
Human,57,21,16.66666667,20,4
Human,58,29,23.33333333,10,4
Human,59,73,90,100,4
Human,60,70,86.66666667,80,4
Human,61,53,53.33333333,70,4
Human,62,47,43.33333333,40,4
Human,63,40,36.66666667,30,4
Human,64,57,60,60,4
Human,65,25,20,30,4
Human,66,30,26.66666667,10,4
Human,67,55,56.66666667,60,4
Human,68,63,73.33333333,80,4
Human,69,41,36.66666667,40,4
Human,70,61,70,70,4
Human,71,54,53.33333333,50,4
Human,72,74,90,90,4
Human,73,78,100,100,4
Human,74,79,100,90,4
Human,75,42,36.66666667,40,4
Human,76,76,96.66666667,100,4
Human,77,80,100,100,4
Human,78,81,100,100,4
Human,79,82,100,100,4
Human,80,83,100,100,4
Human,81,84,100,100,4
Human,82,85,100,100,4
Human,83,86,100,100,4
Human,84,87,100,100,4
Human,85,58,60,60,4
Human,86,88,100,100,4
Human,87,75,90,90,4
Human,88,89,100,100,4
Human,89,90,100,100,4
Human,90,6,0,0,4
Human,1,1,0,0,5
