method,plant_id,actual,rater,estimate,order_id
Version_2,41,30,10,25,34
Version_2,42,70,10,75,60
Version_2,43,0,10,35,3
Version_2,44,43.33333333,10,50,46
Version_2,45,73.33333333,10,75,62
Version_2,46,90,10,90,72
Version_2,47,50,10,45,51
Version_2,48,3.333333333,10,10,11
Version_2,49,0,10,10,4
Version_2,50,40,10,45,44
Version_2,51,0,10,0,5
Version_2,52,13.33333333,10,35,17
Version_2,53,20,10,20,24
Version_2,54,16.66666667,10,50,20
Version_2,55,53.33333333,10,55,52
Version_2,56,36.66666667,10,40,39
Version_2,57,16.66666667,10,20,21
Version_2,58,23.33333333,10,35,29
Version_2,59,90,10,95,73
Version_2,60,86.66666667,10,80,70
Version_2,61,53.33333333,10,60,53
Version_2,62,43.33333333,10,40,47
Version_2,63,36.66666667,10,50,40
Version_2,64,60,10,60,57
Version_2,65,20,10,30,25
Version_2,66,26.66666667,10,25,30
Version_2,67,56.66666667,10,60,55
Version_2,68,73.33333333,10,65,63
Version_2,69,36.66666667,10,40,41
Version_2,70,70,10,70,61
Version_2,71,53.33333333,10,60,54
Version_2,72,90,10,95,74
Version_2,73,100,10,100,78
Version_2,74,100,10,100,79
Version_2,75,36.66666667,10,45,42
Version_2,76,96.66666667,10,100,76
Version_2,77,100,10,100,80
Version_2,78,100,10,100,81
Version_2,79,100,10,100,82
Version_2,80,100,10,95,83
Version_2,81,100,10,100,84
Version_2,82,100,10,100,85
Version_2,83,100,10,100,86
Version_2,84,100,10,100,87
Version_2,85,60,10,65,58
Version_2,86,100,10,100,88
Version_2,87,90,10,90,75
Version_2,88,100,10,100,89
Version_2,89,100,10,100,90
Version_2,90,0,10,0,6
Version_2,1,0,11,0,1
Version_2,2,20,11,20,22
Version_2,3,3.333333333,11,10,7
Version_2,4,3.333333333,11,40,8
Version_2,5,16.66666667,11,40,18
Version_2,6,3.333333333,11,30,9
Version_2,7,36.66666667,11,40,36
Version_2,8,20,11,30,23
Version_2,9,33.33333333,11,50,35
Version_2,10,30,11,40,31
Version_2,11,60,11,60,56
Version_2,12,40,11,50,43
Version_2,13,83.33333333,11,80,66
Version_2,14,10,11,30,14
Version_2,15,6.666666667,11,10,12
Version_2,16,30,11,30,32
Version_2,17,50,11,50,49
Version_2,18,50,11,50,50
Version_2,19,43.33333333,11,60,45
Version_2,20,16.66666667,11,20,19
Version_2,21,0,11,0,2
Version_2,22,86.66666667,11,80,68
Version_2,23,46.66666667,11,10,48
Version_2,24,23.33333333,11,30,26
Version_2,25,13.33333333,11,10,15
Version_2,26,90,11,90,71
Version_2,27,23.33333333,11,30,27
Version_2,28,36.66666667,11,40,37
Version_2,29,23.33333333,11,0,28
Version_2,30,63.33333333,11,70,59
Version_2,31,3.333333333,11,0,10
Version_2,32,100,11,100,77
Version_2,33,30,11,10,33
Version_2,34,83.33333333,11,80,67
Version_2,35,80,11,80,64
Version_2,36,13.33333333,11,20,16
Version_2,37,80,11,80,65
Version_2,38,6.666666667,11,10,13
Version_2,39,36.66666667,11,30,38
Version_2,40,86.66666667,11,90,69
Version_2,41,30,11,20,34
Version_2,42,70,11,80,60
Version_2,43,0,11,0,3
Version_2,44,43.33333333,11,40,46
Version_2,45,73.33333333,11,60,62
Version_2,46,90,11,90,72
Version_2,47,50,11,30,51
Version_2,48,3.333333333,11,0,11
Version_2,49,0,11,0,4
Version_2,50,40,11,50,44
Version_2,51,0,11,0,5
Version_2,52,13.33333333,11,40,17
Version_2,53,20,11,20,24
Version_2,54,16.66666667,11,30,20
Version_2,55,53.33333333,11,50,52
Version_2,56,36.66666667,11,50,39
Version_2,57,16.66666667,11,20,21
Version_2,58,23.33333333,11,10,29
Version_2,59,90,11,100,73
Version_2,60,86.66666667,11,70,70
Version_2,61,53.33333333,11,60,53
Version_2,62,43.33333333,11,50,47
Version_2,63,36.66666667,11,50,40
Version_2,64,60,11,60,57
Version_2,65,20,11,10,25
Version_2,66,26.66666667,11,40,30
Version_2,67,56.66666667,11,60,55
Version_2,68,73.33333333,11,70,63
Version_2,69,36.66666667,11,40,41
Version_2,70,70,11,70,61
Version_2,71,53.33333333,11,60,54
Version_2,72,90,11,90,74
Version_2,73,100,11,100,78
Version_2,74,100,11,100,79
Version_2,75,36.66666667,11,40,42
Version_2,76,96.66666667,11,100,76
Version_2,77,100,11,100,80
Version_2,78,100,11,100,81
Version_2,79,100,11,100,82
Version_2,80,100,11,100,83
Version_2,81,100,11,100,84
Version_2,82,100,11,100,85
Version_2,83,100,11,100,86
Version_2,84,100,11,100,87
Version_2,85,60,11,60,58
Version_2,86,100,11,100,88
Version_2,87,90,11,90,75
Version_2,88,100,11,100,89
Version_2,89,100,11,90,90
Version_2,90,0,11,0,6
Version_2,1,0,12,0,1
Version_2,2,20,12,20,22
Version_2,3,3.333333333,12,10,7
Version_2,4,3.333333333,12,30,8
Version_2,5,16.66666667,12,40,18
Version_2,6,3.333333333,12,10,9
Version_2,7,36.66666667,12,40,36
Version_2,8,20,12,20,23
Version_2,9,33.33333333,12,50,35
Version_2,10,30,12,30,31
Version_2,11,60,12,60,56
Version_2,12,40,12,50,43
Version_2,13,83.33333333,12,80,66
Version_2,14,10,12,20,14
Version_2,15,6.666666667,12,20,12
Version_2,16,30,12,30,32
Version_2,17,50,12,50,49
Version_2,18,50,12,50,50
Version_2,19,43.33333333,12,50,45
Version_2,20,16.66666667,12,20,19
Version_2,21,0,12,0,2
Version_2,22,86.66666667,12,80,68
Version_2,23,46.66666667,12,50,48
Version_2,24,23.33333333,12,20,26
Version_2,25,13.33333333,12,10,15
Version_2,26,90,12,90,71
Version_2,27,23.33333333,12,20,27
Version_2,28,36.66666667,12,20,37
Version_2,29,23.33333333,12,10,28
Version_2,30,63.33333333,12,70,59
Version_2,31,3.333333333,12,0,10
Version_2,32,100,12,100,77
Version_2,33,30,12,10,33
Version_2,34,83.33333333,12,80,67
Version_2,35,80,12,80,64
Version_2,36,13.33333333,12,30,16
Version_2,37,80,12,80,65
Version_2,38,6.666666667,12,20,13
Version_2,39,36.66666667,12,30,38
Version_2,40,86.66666667,12,90,69
Version_2,41,30,12,30,34
Version_2,42,70,12,70,60
Version_2,43,0,12,0,3
Version_2,44,43.33333333,12,30,46
Version_2,45,73.33333333,12,70,62
Version_2,46,90,12,90,72
Version_2,47,50,12,30,51
Version_2,48,3.333333333,12,0,11
Version_2,49,0,12,0,4
Version_2,50,40,12,50,44
Version_2,51,0,12,0,5
Version_2,52,13.33333333,12,10,17
Version_2,53,20,12,10,24
Version_2,54,16.66666667,12,10,20
Version_2,55,53.33333333,12,30,52
Version_2,56,36.66666667,12,30,39
Version_2,57,16.66666667,12,20,21
Version_2,58,23.33333333,12,10,29
Version_2,59,90,12,90,73
Version_2,60,86.66666667,12,80,70
Version_2,61,53.33333333,12,40,53
Version_2,62,43.33333333,12,40,47
Version_2,63,36.66666667,12,30,40
Version_2,64,60,12,60,57
Version_2,65,20,12,30,25
Version_2,66,26.66666667,12,30,30
Version_2,67,56.66666667,12,40,55
Version_2,68,73.33333333,12,60,63
Version_2,69,36.66666667,12,40,41
Version_2,70,70,12,70,61
Version_2,71,53.33333333,12,50,54
Version_2,72,90,12,90,74
Version_2,73,100,12,100,78
Version_2,74,100,12,100,79
Version_2,75,36.66666667,12,30,42
Version_2,76,96.66666667,12,100,76
Version_2,77,100,12,100,80
Version_2,78,100,12,100,81
Version_2,79,100,12,100,82
Version_2,80,100,12,100,83
Version_2,81,100,12,100,84
Version_2,82,100,12,100,85
Version_2,83,100,12,100,86
Version_2,84,100,12,100,87
Version_2,85,60,12,60,58
Version_2,86,100,12,100,88
Version_2,87,90,12,90,75
Version_2,88,100,12,100,89
Version_2,89,100,12,100,90
Version_2,90,0,12,0,6
Version_2,1,0,13,0,1
Version_2,2,20,13,30,22
Version_2,3,3.333333333,13,10,7
Version_2,4,3.333333333,13,10,8
Version_2,5,16.66666667,13,20,18
Version_2,6,3.333333333,13,20,9
Version_2,7,36.66666667,13,35,36
Version_2,8,20,13,30,23
Version_2,9,33.33333333,13,35,35
Version_2,10,30,13,15,31
Version_2,11,60,13,60,56
Version_2,12,40,13,40,43
Version_2,13,83.33333333,13,80,66
Version_2,14,10,13,15,14
Version_2,15,6.666666667,13,30,12
Version_2,16,30,13,35,32
Version_2,17,50,13,50,49
Version_2,18,50,13,45,50
Version_2,19,43.33333333,13,50,45
Version_2,20,16.66666667,13,15,19
Version_2,21,0,13,5,2
Version_2,22,86.66666667,13,80,68
Version_2,23,46.66666667,13,50,48
Version_2,24,23.33333333,13,10,26
Version_2,25,13.33333333,13,35,15
Version_2,26,90,13,95,71
Version_2,27,23.33333333,13,10,27
Version_2,28,36.66666667,13,40,37
Version_2,29,23.33333333,13,0,28
Version_2,30,63.33333333,13,65,59
Version_2,31,3.333333333,13,0,10
Version_2,32,100,13,100,77
Version_2,33,30,13,5,33
Version_2,34,83.33333333,13,80,67
Version_2,35,80,13,70,64
Version_2,36,13.33333333,13,15,16
Version_2,37,80,13,75,65
Version_2,38,6.666666667,13,5,13
Version_2,39,36.66666667,13,40,38
Version_2,40,86.66666667,13,95,69
Version_2,41,30,13,20,34
Version_2,42,70,13,85,60
Version_2,43,0,13,0,3
Version_2,44,43.33333333,13,45,46
Version_2,45,73.33333333,13,55,62
Version_2,46,90,13,90,72
Version_2,47,50,13,40,51
Version_2,48,3.333333333,13,0,11
Version_2,49,0,13,0,4
Version_2,50,40,13,45,44
Version_2,51,0,13,0,5
Version_2,52,13.33333333,13,5,17
Version_2,53,20,13,20,24
Version_2,54,16.66666667,13,10,20
Version_2,55,53.33333333,13,30,52
Version_2,56,36.66666667,13,45,39
Version_2,57,16.66666667,13,20,21
Version_2,58,23.33333333,13,10,29
Version_2,59,90,13,95,73
Version_2,60,86.66666667,13,80,70
Version_2,61,53.33333333,13,55,53
Version_2,62,43.33333333,13,40,47
Version_2,63,36.66666667,13,35,40
Version_2,64,60,13,60,57
Version_2,65,20,13,35,25
Version_2,66,26.66666667,13,25,30
Version_2,67,56.66666667,13,70,55
Version_2,68,73.33333333,13,70,63
Version_2,69,36.66666667,13,40,41
Version_2,70,70,13,65,61
Version_2,71,53.33333333,13,65,54
Version_2,72,90,13,100,74
Version_2,73,100,13,100,78
Version_2,74,100,13,100,79
Version_2,75,36.66666667,13,40,42
Version_2,76,96.66666667,13,100,76
Version_2,77,100,13,100,80
Version_2,78,100,13,100,81
Version_2,79,100,13,100,82
Version_2,80,100,13,100,83
Version_2,81,100,13,100,84
Version_2,82,100,13,100,85
Version_2,83,100,13,100,86
Version_2,84,100,13,100,87
Version_2,85,60,13,65,58
Version_2,86,100,13,100,88
Version_2,87,90,13,90,75
Version_2,88,100,13,100,89
Version_2,89,100,13,100,90
Version_2,90,0,13,0,6
Version_2,1,0,14,0,1
Version_2,2,20,14,20,22
Version_2,3,3.333333333,14,10,7
Version_2,4,3.333333333,14,0,8
Version_2,5,16.66666667,14,10,18
Version_2,6,3.333333333,14,0,9
Version_2,7,36.66666667,14,30,36
Version_2,8,20,14,40,23
Version_2,9,33.33333333,14,30,35
Version_2,10,30,14,10,31
Version_2,11,60,14,60,56
Version_2,12,40,14,40,43
Version_2,13,83.33333333,14,80,66
Version_2,14,10,14,10,14
Version_2,15,6.666666667,14,10,12
Version_2,16,30,14,20,32
Version_2,17,50,14,50,49
Version_2,18,50,14,40,50
Version_2,19,43.33333333,14,50,45
Version_2,20,16.66666667,14,10,19
Version_2,21,0,14,0,2
Version_2,22,86.66666667,14,80,68
Version_2,23,46.66666667,14,30,48
Version_2,24,23.33333333,14,10,26
Version_2,25,13.33333333,14,40,15
Version_2,26,90,14,90,71
Version_2,27,23.33333333,14,20,27
Version_2,28,36.66666667,14,40,37
Version_2,29,23.33333333,14,5,28
Version_2,30,63.33333333,14,65,59
Version_2,31,3.333333333,14,0,10
Version_2,32,100,14,100,77
Version_2,33,30,14,10,33
Version_2,34,83.33333333,14,80,67
Version_2,35,80,14,70,64
Version_2,36,13.33333333,14,10,16
Version_2,37,80,14,80,65
Version_2,38,6.666666667,14,0,13
Version_2,39,36.66666667,14,20,38
Version_2,40,86.66666667,14,90,69
Version_2,41,30,14,10,34
Version_2,42,70,14,70,60
Version_2,43,0,14,0,3
Version_2,44,43.33333333,14,40,46
Version_2,45,73.33333333,14,50,62
Version_2,46,90,14,90,72
Version_2,47,50,14,40,51
Version_2,48,3.333333333,14,0,11
Version_2,49,0,14,0,4
Version_2,50,40,14,40,44
Version_2,51,0,14,0,5
Version_2,52,13.33333333,14,10,17
Version_2,53,20,14,20,24
Version_2,54,16.66666667,14,15,20
Version_2,55,53.33333333,14,60,52
Version_2,56,36.66666667,14,40,39
Version_2,57,16.66666667,14,30,21
Version_2,58,23.33333333,14,0,29
Version_2,59,90,14,90,73
Version_2,60,86.66666667,14,80,70
Version_2,61,53.33333333,14,50,53
Version_2,62,43.33333333,14,10,47
Version_2,63,36.66666667,14,30,40
Version_2,64,60,14,60,57
Version_2,65,20,14,0,25
Version_2,66,26.66666667,14,20,30
Version_2,67,56.66666667,14,65,55
Version_2,68,73.33333333,14,75,63
Version_2,69,36.66666667,14,40,41
Version_2,70,70,14,70,61
Version_2,71,53.33333333,14,60,54
Version_2,72,90,14,90,74
Version_2,73,100,14,100,78
Version_2,74,100,14,90,79
Version_2,75,36.66666667,14,40,42
Version_2,76,96.66666667,14,100,76
Version_2,77,100,14,100,80
Version_2,78,100,14,100,81
Version_2,79,100,14,100,82
Version_2,80,100,14,100,83
Version_2,81,100,14,100,84
Version_2,82,100,14,100,85
Version_2,83,100,14,100,86
Version_2,84,100,14,100,87
Version_2,85,60,14,60,58
Version_2,86,100,14,100,88
Version_2,87,90,14,90,75
Version_2,88,100,14,100,89
Version_2,89,100,14,100,90
Version_2,90,0,14,0,6
Version_2,1,0,15,0,1
Version_2,2,20,15,20,22
Version_2,3,3.333333333,15,10,7
Version_2,4,3.333333333,15,20,8
Version_2,5,16.66666667,15,30,18
Version_2,6,3.333333333,15,10,9
Version_2,7,36.66666667,15,40,36
Version_2,8,20,15,30,23
Version_2,9,33.33333333,15,45,35
Version_2,10,30,15,30,31
Version_2,11,60,15,50,56
Version_2,12,40,15,40,43
Version_2,13,83.33333333,15,80,66
Version_2,14,10,15,20,14
Version_2,15,6.666666667,15,15,12
Version_2,16,30,15,30,32
Version_2,17,50,15,60,49
Version_2,18,50,15,55,50
Version_2,19,43.33333333,15,45,45
Version_2,20,16.66666667,15,25,19
Version_2,21,0,15,15,2
Version_2,22,86.66666667,15,80,68
Version_2,23,46.66666667,15,55,48
Version_2,24,23.33333333,15,35,26
Version_2,25,13.33333333,15,20,15
Version_2,26,90,15,90,71
Version_2,27,23.33333333,15,10,27
Version_2,28,36.66666667,15,30,37
Version_2,29,23.33333333,15,10,28
Version_2,30,63.33333333,15,60,59
Version_2,31,3.333333333,15,5,10
Version_2,32,100,15,100,77
Version_2,33,30,15,15,33
Version_2,34,83.33333333,15,85,67
Version_2,35,80,15,80,64
Version_2,36,13.33333333,15,35,16
Version_2,37,80,15,80,65
Version_2,38,6.666666667,15,40,13
Version_2,39,36.66666667,15,50,38
Version_2,40,86.66666667,15,85,69
Version_2,41,30,15,35,34
Version_2,42,70,15,70,60
Version_2,43,0,15,20,3
Version_2,44,43.33333333,15,45,46
Version_2,45,73.33333333,15,75,62
Version_2,46,90,15,90,72
Version_2,47,50,15,50,51
Version_2,48,3.333333333,15,20,11
Version_2,49,0,15,20,4
Version_2,50,40,15,60,44
Version_2,51,0,15,10,5
Version_2,52,13.33333333,15,35,17
Version_2,53,20,15,20,24
Version_2,54,16.66666667,15,30,20
Version_2,55,53.33333333,15,55,52
Version_2,56,36.66666667,15,40,39
Version_2,57,16.66666667,15,25,21
Version_2,58,23.33333333,15,10,29
Version_2,59,90,15,95,73
Version_2,60,86.66666667,15,75,70
Version_2,61,53.33333333,15,60,53
Version_2,62,43.33333333,15,45,47
Version_2,63,36.66666667,15,40,40
Version_2,64,60,15,60,57
Version_2,65,20,15,30,25
Version_2,66,26.66666667,15,25,30
Version_2,67,56.66666667,15,60,55
Version_2,68,73.33333333,15,70,63
Version_2,69,36.66666667,15,50,41
Version_2,70,70,15,70,61
Version_2,71,53.33333333,15,60,54
Version_2,72,90,15,90,74
Version_2,73,100,15,100,78
Version_2,74,100,15,100,79
Version_2,75,36.66666667,15,40,42
Version_2,76,96.66666667,15,100,76
Version_2,77,100,15,100,80
Version_2,78,100,15,100,81
Version_2,79,100,15,100,82
Version_2,80,100,15,100,83
Version_2,81,100,15,100,84
Version_2,82,100,15,100,85
Version_2,83,100,15,100,86
Version_2,84,100,15,100,87
Version_2,85,60,15,60,58
Version_2,86,100,15,100,88
Version_2,87,90,15,90,75
Version_2,88,100,15,100,89
Version_2,89,100,15,100,90
Version_2,90,0,15,0,6
Version_2,1,0,16,5,1
Version_2,2,20,16,35,22
Version_2,3,3.333333333,16,10,7
Version_2,4,3.333333333,16,32,8
Version_2,5,16.66666667,16,39,18
Version_2,6,3.333333333,16,12,9
Version_2,7,36.66666667,16,42,36
Version_2,8,20,16,43,23
Version_2,9,33.33333333,16,29,35
Version_2,10,30,16,36,31
Version_2,11,60,16,57,56
Version_2,12,40,16,50,43
Version_2,13,83.33333333,16,73,66
Version_2,14,10,16,38,14
Version_2,15,6.666666667,16,20,12
Version_2,16,30,16,37,32
Version_2,17,50,16,48,49
Version_2,18,50,16,40,50
Version_2,19,43.33333333,16,55,45
Version_2,20,16.66666667,16,34,19
Version_2,21,0,16,25,2
Version_2,22,86.66666667,16,72,68
Version_2,23,46.66666667,16,50,48
Version_2,24,23.33333333,16,39,26
Version_2,25,13.33333333,16,31,15
Version_2,26,90,16,85,71
Version_2,27,23.33333333,16,36,27
Version_2,28,36.66666667,16,40,37
Version_2,29,23.33333333,16,18,28
Version_2,30,63.33333333,16,57,59
Version_2,31,3.333333333,16,13,10
Version_2,32,100,16,90,77
Version_2,33,30,16,20,33
Version_2,34,83.33333333,16,75,67
Version_2,35,80,16,62,64
Version_2,36,13.33333333,16,28,16
Version_2,37,80,16,76,65
Version_2,38,6.666666667,16,37,13
Version_2,39,36.66666667,16,46,38
Version_2,40,86.66666667,16,82,69
Version_2,41,30,16,24,34
Version_2,42,70,16,70,60
Version_2,43,0,16,8,3
Version_2,44,43.33333333,16,50,46
Version_2,45,73.33333333,16,66,62
Version_2,46,90,16,90,72
Version_2,47,50,16,53,51
Version_2,48,3.333333333,16,7,11
Version_2,49,0,16,25,4
Version_2,50,40,16,52,44
Version_2,51,0,16,7,5
Version_2,52,13.33333333,16,36,17
Version_2,53,20,16,20,24
Version_2,54,16.66666667,16,45,20
Version_2,55,53.33333333,16,58,52
Version_2,56,36.66666667,16,45,39
Version_2,57,16.66666667,16,22,21
Version_2,58,23.33333333,16,30,29
Version_2,59,90,16,92,73
Version_2,60,86.66666667,16,64,70
Version_2,61,53.33333333,16,56,53
Version_2,62,43.33333333,16,40,47
Version_2,63,36.66666667,16,51,40
Version_2,64,60,16,56,57
Version_2,65,20,16,39,25
Version_2,66,26.66666667,16,21,30
Version_2,67,56.66666667,16,60,55
Version_2,68,73.33333333,16,59,63
Version_2,69,36.66666667,16,42,41
Version_2,70,70,16,63,61
Version_2,71,53.33333333,16,54,54
Version_2,72,90,16,87,74
Version_2,73,100,16,95,78
Version_2,74,100,16,92,79
Version_2,75,36.66666667,16,42,42
Version_2,76,96.66666667,16,98,76
Version_2,77,100,16,96,80
Version_2,78,100,16,100,81
Version_2,79,100,16,100,82
Version_2,80,100,16,97,83
Version_2,81,100,16,99,84
Version_2,82,100,16,96,85
Version_2,83,100,16,99,86
Version_2,84,100,16,93,87
Version_2,85,60,16,56,58
Version_2,86,100,16,98,88
Version_2,87,90,16,89,75
Version_2,88,100,16,100,89
Version_2,89,100,16,91,90
Version_2,90,0,16,1,6
Version_2,1,0,17,0,1
Version_2,2,20,17,30,22
Version_2,3,3.333333333,17,10,7
Version_2,4,3.333333333,17,10,8
Version_2,5,16.66666667,17,30,18
Version_2,6,3.333333333,17,0,9
Version_2,7,36.66666667,17,40,36
Version_2,8,20,17,30,23
Version_2,9,33.33333333,17,20,35
Version_2,10,30,17,20,31
Version_2,11,60,17,50,56
Version_2,12,40,17,30,43
Version_2,13,83.33333333,17,80,66
Version_2,14,10,17,30,14
Version_2,15,6.666666667,17,30,12
Version_2,16,30,17,30,32
Version_2,17,50,17,50,49
Version_2,18,50,17,50,50
Version_2,19,43.33333333,17,50,45
Version_2,20,16.66666667,17,30,19
Version_2,21,0,17,10,2
Version_2,22,86.66666667,17,80,68
Version_2,23,46.66666667,17,50,48
Version_2,24,23.33333333,17,20,26
Version_2,25,13.33333333,17,20,15
Version_2,26,90,17,90,71
Version_2,27,23.33333333,17,10,27
Version_2,28,36.66666667,17,20,37
Version_2,29,23.33333333,17,10,28
Version_2,30,63.33333333,17,80,59
Version_2,31,3.333333333,17,0,10
Version_2,32,100,17,100,77
Version_2,33,30,17,10,33
Version_2,34,83.33333333,17,90,67
Version_2,35,80,17,70,64
Version_2,36,13.33333333,17,10,16
Version_2,37,80,17,80,65
Version_2,38,6.666666667,17,20,13
Version_2,39,36.66666667,17,20,38
Version_2,40,86.66666667,17,90,69
Version_2,41,30,17,30,34
Version_2,42,70,17,80,60
Version_2,43,0,17,10,3
Version_2,44,43.33333333,17,40,46
Version_2,45,73.33333333,17,60,62
Version_2,46,90,17,90,72
Version_2,47,50,17,50,51
Version_2,48,3.333333333,17,10,11
Version_2,49,0,17,10,4
Version_2,50,40,17,50,44
Version_2,51,0,17,0,5
Version_2,52,13.33333333,17,10,17
Version_2,53,20,17,20,24
Version_2,54,16.66666667,17,30,20
Version_2,55,53.33333333,17,60,52
Version_2,56,36.66666667,17,40,39
Version_2,57,16.66666667,17,10,21
Version_2,58,23.33333333,17,20,29
Version_2,59,90,17,90,73
Version_2,60,86.66666667,17,80,70
Version_2,61,53.33333333,17,60,53
Version_2,62,43.33333333,17,40,47
Version_2,63,36.66666667,17,40,40
Version_2,64,60,17,60,57
Version_2,65,20,17,20,25
Version_2,66,26.66666667,17,10,30
Version_2,67,56.66666667,17,60,55
Version_2,68,73.33333333,17,60,63
Version_2,69,36.66666667,17,10,41
Version_2,70,70,17,70,61
Version_2,71,53.33333333,17,60,54
Version_2,72,90,17,90,74
Version_2,73,100,17,100,78
Version_2,74,100,17,100,79
Version_2,75,36.66666667,17,50,42
Version_2,76,96.66666667,17,100,76
Version_2,77,100,17,100,80
Version_2,78,100,17,100,81
Version_2,79,100,17,100,82
Version_2,80,100,17,100,83
Version_2,81,100,17,100,84
Version_2,82,100,17,100,85
Version_2,83,100,17,100,86
Version_2,84,100,17,100,87
Version_2,85,60,17,60,58
Version_2,86,100,17,100,88
Version_2,87,90,17,90,75
Version_2,88,100,17,100,89
Version_2,89,100,17,100,90
Version_2,90,0,17,0,6
